popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
56,0.0078,0.71,194253,0.68,0.0165,C#,0.0493,-4.676,Major,0.106,129.971,0.5710000000000001,Rap
56,0.128,0.516,250000,0.6579999999999999,0.00787,C,0.0898,-7.906000000000001,Major,0.0345,164.104,0.256,Country
69,0.21,0.7390000000000001,277653,0.745,0.0135,G,0.127,-6.658,Major,0.0267,109.326,0.949,Alternative
35,0.583,0.547,211720,0.915,7.33e-4,A,0.103,-4.72,Major,0.0583,165.907,0.914,Country
16,0.0239,0.589,245503.5,0.911,0,G#,0.0917,-3.325,Major,0.0358,129.014,0.742,Anime
30,0.191,0.387,191067,0.487,0.937,D#,0.4579999999999999,-11.458,Major,0.0329,89.635,0.153,Anime
31,0.0599,0.535,193750,0.66,0.912,C#,0.11,-4.94,Major,0.259,139.673,0.129,Electronic
31,0.0562,0.7340000000000001,303920,0.757,0.0762,G,0.283,-3.661,Minor,0.163,127.993,0.158,Electronic
31,0.994,0.437,245503.5,0.0461,0.8909999999999999,F,0.0628,-22.695,Major,0.0353,67.267,0.0753,Classical
64,0.0608,0.8759999999999999,163320,0.662,0,D,0.127,-6.482,Minor,0.426,75.445,0.8440000000000001,Hip-Hop
52,0.129,0.7709999999999999,219733,0.638,0.0579,C,0.236,-6.346,Major,0.0378,98,0.653,Alternative
49,0.993,0.435,227280,0.0333,0.909,D#,0.103,-23.978,Major,0.0464,121.263,0.0641,Classical
37,0.0017699999999999,0.68,209747,0.695,3.83e-6,F,0.0824,-6.807,Major,0.0254,94.975,0.8490000000000001,Country
38,0.0157,0.713,209787,0.621,0.0181,A,0.165,-4.72,Minor,0.054,126.253,0.96,Blues
37,0.674,0.593,249300,0.63,0.908,A#,0.367,-8.86,Major,0.0306,91.988,0.623,Jazz
34,9.38e-5,0.466,227600,0.966,0,D#,0.367,-2.701,Minor,0.0672,130.014,0.3929999999999999,Anime
68,0.0453,0.728,228707,0.8109999999999999,2.07e-6,G,0.362,-4.2780000000000005,Major,0.0564,114.995,0.705,Rap
25,1.04e-5,0.429,245503.5,0.985,0.00385,B,0.346,-2.092,Minor,0.152,89.99700000000001,0.423,Anime
48,0.055,0.552,250543,0.703,0.7290000000000001,E,0.118,-7.867000000000001,Minor,0.065,182.999,0.363,Electronic
63,0.0036,0.685,150410,0.53,0,B,0.573,-5.297999999999999,Major,0.286,157.012,0.55,Hip-Hop
41,0.0898,0.635,270547,0.6609999999999999,0,G,0.5329999999999999,-5.519,Major,0.0473,83.973,0.207,Country
38,0.281,0.384,176355,0.545,0,D#,0.149,-7.188,Major,0.0351,168.106,0.179,Country
46,0.6,0.626,164750,0.562,7.38e-5,E,0.173,-7.321000000000001,Major,0.0225,97.933,0.506,Country
43,0.0754,0.391,208307,0.809,2.72e-6,F#,0.0909,-4.107,Major,0.0407,130.041,0.581,Country
38,0.642,0.547,245503.5,0.385,0.00176,F,0.111,-8.868,Major,0.0267,163.799,0.515,Country
38,0.0124,0.452,550027,0.86,2.39e-5,E,0.282,-6.434,Minor,0.047,74.992,0.284,Classical
62,0.254,0.523,187587,0.8340000000000001,0,F#,0.3929999999999999,-3.5610000000000004,Major,0.0281,92.99,0.445,Rock
46,0.369,0.588,258333,0.613,0.0422,D,0.107,-9.656,Major,0.0396,119.536,0.185,Alternative
51,0.0586,0.737,256840,0.536,2e-5,C,0.0938,-14.276,Major,0.0353,110.179,0.963,Rock
59,0.0099,0.502,273467,0.948,4.54e-6,F#,0.0809,-3.717,Major,0.121,139.97899999999998,0.102,Rock
34,3e-6,0.362,213027,0.8959999999999999,0.79,D,0.355,-6.812,Major,0.0338,136.083,0.713,Blues
41,0.00185,0.631,318021,0.662,0.58,C#,0.0598,-6.694,Major,0.321,140.046,0.326,Electronic
68,0.0125,0.426,166707,0.894,4.1e-4,G#,0.187,-6.699,Major,0.174,108.725,0.63,Alternative
54,9.41e-5,0.516,205667,0.7829999999999999,0,C,0.0918,-5.569,Major,0.0405,146.09799999999998,0.3939999999999999,Rock
76,0.00847,0.56,218013,0.936,0,D#,0.161,-5.835,Major,0.0439,112.96,0.371,Alternative
64,0.0639,0.7759999999999999,165642,0.73,0,F,0.113,-6.324,Minor,0.3279999999999999,162.984,0.74,Rap
46,0.405,0.762,197637,0.3,0.00143,F,0.11,-11.827,Minor,0.114,88.052,0.674,Alternative
33,0.986,0.1,376987,0.0346,0.00141,A,0.0483,-27.761,Major,0.0495,84.115,0.0404,Classical
23,0.0946,0.519,245503.5,0.8240000000000001,1.47e-5,C#,0.8909999999999999,-6.672999999999999,Major,0.0637,129.816,0.336,Anime
72,0.86,0.522,296387,0.256,8.25e-4,A#,0.142,-11.216,Major,0.0258,76.35,0.13,Rock
50,0.1989999999999999,0.605,245503.5,0.696,0,A,0.0683,-5.712999999999999,Minor,0.0351,124.061,0.451,Country
48,0.0505,0.851,211787,0.774,0,C#,0.305,-5.925,Major,0.244,136.105,0.703,Hip-Hop
39,0.0323,0.8390000000000001,271505,0.397,0.851,G,0.0685,-9.727,Minor,0.0529,113.99,0.8220000000000001,Electronic
38,0.248,0.515,221250,0.8420000000000001,0.00933,A,0.149,-7.475,Major,0.0344,136.209,0.556,Blues
47,0.096,0.52,295813,0.858,0.588,G#,0.14,-7.914,Major,0.0358,76.76100000000001,0.444,Blues
69,0.0143,0.585,230253,0.972,0,A,0.0707,-4.45,Minor,0.0534,110.006,0.585,Alternative
53,0.898,0.5660000000000001,270293,0.165,0.0418,D,0.105,-15.005,Major,0.0409,113.434,0.221,Jazz
37,0.0246,0.68,311333,0.409,0.914,F#,0.0757,-8.695,Minor,0.0898,180.893,0.427,Jazz
68,0.163,0.738,172133,0.718,0,C#,0.207,-5.777,Minor,0.0414,125.047,0.685,Country
57,0.108,0.625,266627,0.527,0.00291,C#,0.106,-6.449,Minor,0.0331,141.963,0.0477,Rock
48,0.455,0.5760000000000001,582733,0.603,0.0537,F,0.0406,-9.603,Major,0.0329,103.658,0.524,Jazz
35,0.361,0.56,208213,0.418,0,D,0.3429999999999999,-8.607999999999999,Major,0.0267,141.466,0.309,Country
40,0.0189,0.555,314533,0.682,0.305,F#,0.125,-7.167999999999999,Major,0.0448,120.051,0.353,Alternative
60,0.0786,0.417,245503.5,0.887,0,F,0.8340000000000001,-5.551,Minor,0.367,167.579,0.303,Hip-Hop
49,0.768,0.64,221413,0.154,0,F#,0.0551,-14.05,Minor,0.042,126.045,0.481,Jazz
60,0.161,0.6679999999999999,166624,0.805,1.69e-6,C#,0.139,-4.964,Minor,0.1009999999999999,150.02100000000002,0.31,Rap
45,0.993,0.352,233747,0.0505,0.923,D#,0.107,-24.144,Major,0.0807,70.77,0.054,Classical
36,0.00525,0.423,326067,0.486,0.00557,G,0.114,-7.851,Minor,0.0249,72.491,0.29,Blues
45,0.0522,0.41,242000,0.67,0.8690000000000001,G,0.159,-9.418,Major,0.146,119.975,0.179,Electronic
47,0.00952,0.591,214947,0.857,0.674,G,0.148,-3.487,Major,0.075,89.12899999999999,0.5820000000000001,Jazz
34,0.947,0.337,709560,0.313,0.908,A#,0.0662,-16.39,Major,0.0323,104.793,0.11,Classical
51,0.0424,0.629,244360,0.69,0,G,0.363,-4.894,Major,0.0357,102.036,0.307,Alternative
4,0.989,0.184,148813,0.367,0.611,A#,0.655,-15.824000000000002,Minor,0.0508,83.48299999999999,0.125,Classical
49,0.0179,0.367,235816,0.8959999999999999,2.05e-4,C,0.356,-4.668,Major,0.0422,148.643,0.512,Blues
55,0.462,0.907,244760,0.665,0.00134,F#,0.133,-7.991,Major,0.276,90.473,0.816,Rap
36,0.757,0.634,300067,0.657,2.68e-4,C#,0.0864,-6.906000000000001,Minor,0.0708,172.009,0.56,Jazz
39,0.0211,0.61,285133,0.7879999999999999,1.49e-5,A,0.106,-3.883,Major,0.0257,125.97,0.797,Alternative
52,0.256,0.695,285293,0.74,8.67e-4,F#,0.245,-6.349,Minor,0.0524,82.016,0.8220000000000001,Rock
60,0.0227,0.401,289653,0.802,0,A,0.3379999999999999,-5.278,Major,0.0294,191.093,0.8490000000000001,Country
35,0.884,0.174,1431533,0.142,0.642,F,0.104,-20.142,Major,0.0356,79.484,0.0358,Classical
28,0.31,0.299,245503.5,0.599,0.0139999999999999,G,0.104,-9.795,Major,0.0329,94.356,0.483,Blues
26,0.00428,0.4479999999999999,220840,0.975,0,G,0.243,-5.03,Major,0.106,178.115,0.457,Anime
38,0.925,0.119,219282,0.182,0.934,E,0.0802,-23.807,Major,0.0629,70.488,0.0362,Anime
76,0.0137,0.5770000000000001,169667,0.833,0,F,0.121,-3.337,Major,0.0695,107.936,0.58,Rock
29,0.209,0.72,279880,0.504,0.0164,C,0.0833,-7.032,Minor,0.0349,103.721,0.715,Blues
14,0.0689,0.516,122747,0.961,0,E,0.3289999999999999,-2.6830000000000003,Major,0.0946,93.128,0.407,Anime
15,9.19e-4,0.503,381907,0.7040000000000001,0.613,A,0.0684,-6.7010000000000005,Major,0.0415,140.953,0.237,Anime
36,0.0435,0.5820000000000001,196800,0.997,4.31e-5,G#,0.494,-0.997,Major,0.36,74.976,0.346,Electronic
55,0.00932,0.562,245503.5,0.542,0.348,C,0.635,-7.221,Major,0.053,78.031,0.26,Rock
39,0.495,0.6559999999999999,269800,0.32,0.0614,B,0.0765,-15.261,Minor,0.0348,91.368,0.573,Jazz
32,0.297,0.579,296333,0.746,5.06e-6,A,0.0713,-3.263,Major,0.0256,97.621,0.767,Blues
37,0.497,0.608,271400,0.5579999999999999,4.9099999999999996e-06,G,0.124,-6.767,Major,0.0293,124.739,0.1989999999999999,Country
42,0.0364,0.639,182653,0.863,0,B,0.0993,-4.8260000000000005,Minor,0.0593,110.049,0.6990000000000001,Country
20,0.0796,0.639,219600,0.918,4.63e-6,G,0.175,-6.127000000000001,Minor,0.0899,110.027,0.687,Anime
55,0.5720000000000001,0.698,245503.5,0.278,0.0233,F,0.105,-15.425,Major,0.0508,81.079,0.77,Jazz
56,0.961,0.7390000000000001,205824,0.396,0.32,C,0.0828,-10.514,Major,0.0438,116.031,0.672,Country
18,0.39,0.179,245503.5,0.3879999999999999,0.7909999999999999,C,0.165,-12.279000000000002,Minor,0.0383,119.971,0.0503,Anime
56,3.79e-5,0.402,199867,0.994,0.0934,G#,0.145,-7.337999999999999,Minor,0.0623,104.111,0.247,Alternative
62,0.0062299999999999,0.643,192993,0.991,0.7,E,0.88,-1.903,Major,0.0865,124.068,0.649,Electronic
31,0.762,0.4579999999999999,281480,0.4029999999999999,0.302,D#,0.0844,-11.419,Major,0.0276,143.667,0.647,Jazz
72,0.8340000000000001,0.27,232760,0.275,0,C,0.146,-10.357,Major,0.0356,168.653,0.2319999999999999,Rock
43,0.507,0.6859999999999999,170277,0.8,5.49e-4,C#,0.286,-7.279,Major,0.216,96.48,0.467,Jazz
58,0.0506,0.5379999999999999,201832,0.7509999999999999,9.52e-5,G,0.1,-5.472,Major,0.0343,143.964,0.51,Country
48,0.00121,0.688,215730,0.557,0.897,A,0.26,-11.458,Major,0.0694,89.00299999999999,0.0696,Alternative
36,0.45,0.447,380933,0.843,0.0774,F,0.0765,-6.657,Minor,0.086,153.755,0.6759999999999999,Jazz
35,0.737,0.225,245503.5,0.298,0.88,C,0.261,-9.425,Minor,0.053,129.701,0.251,Classical
51,0.024,0.7,216747,0.594,3.74e-5,F,0.113,-8.302999999999999,Minor,0.0667,166.003,0.835,Rock
54,8.16e-4,0.478,192947,0.947,0,C,0.3939999999999999,-3.644,Major,0.0778,158.004,0.524,Rock
57,0.0169,0.66,245503.5,0.6629999999999999,0,F,0.0726,-5.947,Major,0.0484,103.928,0.6859999999999999,Country
70,0.063,0.688,192253,0.631,0,A,0.108,-5.612,Major,0.13,186.066,0.8540000000000001,Hip-Hop
61,0.3279999999999999,0.748,172373,0.7859999999999999,0,E,0.34,-7.787999999999999,Minor,0.0641,104.833,0.917,Rock
58,0.108,0.8190000000000001,179138,0.642,0,B,0.0686,-9.309,Minor,0.311,139.97,0.247,Rap
59,0.377,0.569,199149,0.779,0,G#,0.0286,-3.662,Major,0.0359,187.952,0.878,Rock
24,0.994,0.244,156707,0.0378,0.67,G,0.0853,-25.424,Major,0.037,74.492,0.0705,Classical
71,0.511,0.629,295293,0.622,1.74e-4,C,0.3829999999999999,-8.906,Major,0.0404,115.293,0.264,Rap
40,0.873,0.259,473893,0.0963,0.5589999999999999,C,0.0861,-21.402,Minor,0.0431,116.286,0.0499,Classical
47,0.00183,0.581,398213,0.934,0.684,B,0.3879999999999999,-5.332999999999999,Minor,0.0454,137.988,0.4529999999999999,Electronic
61,0.0221,0.706,217533,0.39,3.81e-5,A,0.0944,-13.673,Major,0.0324,90.584,0.8390000000000001,Rock
63,0.00416,0.61,231573,0.906,0,C,0.758,-2.117,Major,0.0647,127.917,0.294,Rap
59,0.474,0.546,215000,0.6779999999999999,0,G,0.353,-7.733,Major,0.0819,95.027,0.825,Alternative
39,0.0114,0.5660000000000001,240960,0.789,1.6100000000000002e-5,F,0.127,-5.134,Minor,0.0291,92.894,0.5770000000000001,Country
35,0.376,0.401,243366,0.511,3.6e-4,C,0.187,-14.343,Major,0.0397,140.613,0.6970000000000001,Blues
30,0.00834,0.7759999999999999,191210,0.7829999999999999,0.0449,C,0.0377,-3.595,Major,0.0374,127.975,0.943,Electronic
21,0.00431,0.416,206613,0.727,6.59e-4,E,0.442,-7.131,Minor,0.0431,79.985,0.225,Anime
56,0.6990000000000001,0.83,294027,0.608,2.02e-4,G,0.177,-3.892,Minor,0.162,119.989,0.418,Rap
61,0.52,0.382,451681,0.36,0.171,C,0.0747,-12.442,Major,0.0365,133.273,0.0362,Rock
58,0.0011099999999999,0.65,169720,0.8859999999999999,1.29e-4,B,0.3339999999999999,-4.821000000000001,Major,0.0483,124.013,0.88,Blues
30,0.0306,0.512,271853,0.703,8.3e-6,A,0.291,-10.355,Major,0.0318,105.276,0.53,Blues
37,0.979,0.574,89867,0.0562,0.855,F,0.289,-19.28,Major,0.0382,111.349,0.483,Classical
19,0.0271,0.621,321000,0.892,2.98e-4,G,0.107,-5.658,Minor,0.0384,132.024,0.359,Anime
45,0.745,0.7020000000000001,252354,0.763,1.7100000000000002e-5,F,0.135,-4.713,Minor,0.0375,90.262,0.956,Jazz
43,0.0295,0.762,252200,0.536,0.706,C,0.0749,-12.549,Major,0.0787,100.019,0.133,Electronic
64,0.0123,0.628,221818,0.762,2.3e-5,C#,0.0985,-6.044,Minor,0.039,131.935,0.289,Electronic
47,0.0165,0.8220000000000001,474520,0.434,0.0097299999999999,E,0.128,-9.516,Minor,0.123,127.299,0.805,Electronic
56,0.0833,0.634,245503.5,0.456,0,G#,0.12,-8.802,Minor,0.0587,118.859,0.428,Rap
80,0.381,0.642,195053,0.782,0,F,0.108,-3.395,Minor,0.0477,162.005,0.396,Hip-Hop
23,0.0858,0.285,376427,0.953,0.239,A#,0.451,-6.863,Minor,0.0482,169.551,0.489,Blues
51,0.152,0.847,119165,0.564,0.631,F#,0.3389999999999999,-9.341,Minor,0.0667,115.962,0.4429999999999999,Hip-Hop
44,0.244,0.6779999999999999,213013,0.409,0.00122,A#,0.134,-10.118,Major,0.0267,104.007,0.203,Country
36,0.825,0.494,217760,0.421,0.7490000000000001,D,0.119,-15.326,Major,0.0324,123.771,0.258,Jazz
52,3.14e-4,0.503,177240,0.741,0.574,F,0.44,-5.672000000000001,Major,0.0357,120.998,0.544,Alternative
43,0.909,0.525,119179,0.26,0.94,D,0.306,-22.534,Major,0.0458,100.028,0.2,Jazz
54,0.0593,0.608,233147,0.863,0,B,0.228,-4.87,Major,0.131,150.029,0.476,Rap
57,0.175,0.541,174573,0.662,0,G,0.0803,-7.196000000000001,Major,0.0382,144.046,0.742,Rock
62,0.248,0.652,198493,0.784,4.24e-5,C,0.0851,-4.102,Major,0.0398,100.995,0.445,Rock
39,0.0023,0.7559999999999999,538067,0.897,0.847,F#,0.3289999999999999,-5.202000000000001,Major,0.211,130.878,0.3979999999999999,Electronic
44,0.7070000000000001,0.469,174773,0.382,0,G,0.434,-10.47,Major,0.0448,118.989,0.4679999999999999,Jazz
62,0.0087599999999999,0.5820000000000001,243853,0.928,5.03e-6,A#,0.297,-4.659,Minor,0.0635,113.043,0.565,Alternative
50,0.0231,0.387,214627,0.843,0,C,0.503,-4.221,Minor,0.053900000000000003,168.149,0.3779999999999999,Alternative
61,0.356,0.613,220413,0.667,1.29e-5,C#,0.111,-6.874,Minor,0.0289999999999999,130.023,0.481,Country
38,0.757,0.168,283200,0.177,0.8809999999999999,D,0.102,-15.69,Major,0.036,82.009,0.121,Classical
59,0.0631,0.878,178366,0.947,1.42e-5,G#,0.142,-3.054,Minor,0.0642,110.047,0.8109999999999999,Hip-Hop
67,0.856,0.507,189147,0.408,0,B,0.102,-7.652,Minor,0.0396,140.03799999999998,0.53,Rock
38,0.0174,0.6509999999999999,245503.5,0.794,1.6100000000000002e-5,G,0.136,-7.675,Major,0.0361,126.394,0.861,Country
0,0.933,0.268,245503.5,0.0472,0.308,D#,0.385,-27.313,Major,0.0426,122.284,0.157,Classical
65,2.48e-4,0.376,200907,0.967,2.64e-6,D#,0.0575,-3.277,Minor,0.166,91.582,0.226,Rock
39,9.99e-6,0.536,189493,0.916,0.44,G,0.0892,-3.615,Major,0.0392,113.982,0.314,Alternative
61,5.009999999999e-4,0.445,243640,0.856,0.0113,F#,0.2319999999999999,-2.978,Minor,0.0287,175.542,0.38,Rock
57,0.352,0.511,276160,0.7340000000000001,0,F#,0.196,-6.025,Minor,0.239,110.771,0.377,Hip-Hop
46,0.494,0.55,331920,0.337,2.08e-6,C#,0.124,-10.945,Minor,0.079,134.27700000000002,0.153,Blues
82,0.00454,0.638,185947,0.523,0,C#,0.0842,-6.664,Major,0.357,139.91299999999998,0.422,Rap
75,0.15,0.379,245503.5,0.8240000000000001,0,G#,0.138,-2.881,Minor,0.0975,121.056,0.226,Rap
64,0.565,0.434,237107,0.507,0,F,0.161,-10.422,Major,0.0358,115.309,0.236,Rock
52,0.5920000000000001,0.4429999999999999,224427,0.5720000000000001,0.00208,B,0.299,-6.165,Minor,0.0341,153.591,0.211,Alternative
38,0.53,0.662,147133,0.631,4.03e-5,C,0.0638,-10.957,Major,0.0552,111.674,0.8170000000000001,Blues
33,0.959,0.276,593267,0.015,0.396,D,0.131,-26.23,Major,0.0337,124.377,0.0399,Classical
48,0.0016699999999999,0.542,206853,0.805,3.08e-4,C#,0.218,-3.635,Major,0.0317,131.05700000000002,0.634,Country
33,0.255,0.659,201000,0.637,0.0105,G#,0.1159999999999999,-3.835,Major,0.0653,159.915,0.068,Electronic
60,0.198,0.479,201600,0.698,0,G,0.126,-7.914,Major,0.0277,159.69899999999998,0.6729999999999999,Country
54,0.967,0.484,211467,0.0653,0.0203,F,0.0728,-17.207,Major,0.0312,89.045,0.154,Jazz
45,0.00109,0.512,233173,0.962,0,A#,0.163,-1.78,Minor,0.0688,96.078,0.565,Anime
31,0.524,0.551,289187,0.327,0.0036799999999999,E,0.122,-13.714,Minor,0.0384,75.03699999999999,0.22,Electronic
44,0.00125,0.504,265787,0.938,0.2269999999999999,B,0.257,-4.039,Major,0.115,123.994,0.2,Alternative
40,0.8140000000000001,0.833,113187,0.7170000000000001,1.189999999999e-4,A#,0.0605,-7.912000000000001,Major,0.0356,115.146,0.964,Country
44,0.466,0.604,195307,0.6409999999999999,0,C,0.126,-5.744,Major,0.0267,78.078,0.546,Country
28,0.929,0.291,368148,0.176,0.698,C,0.205,-17.734,Major,0.0407,150.188,0.188,Anime
41,0.0284,0.5660000000000001,198400,0.8240000000000001,2.19e-6,G#,0.11,-3.906,Minor,0.0862,149.876,0.291,Electronic
61,0.0424,0.606,233393,0.5329999999999999,0,A,0.172,-6.426,Major,0.0522,120.049,0.221,Rap
43,0.0938,0.434,376667,0.78,0.205,G,0.159,-11.097,Major,0.0346,95.388,0.929,Country
54,0.3339999999999999,0.594,245503.5,0.629,0,A,0.0796,-6.776,Major,0.0321,133.967,0.645,Rock
39,0.958,0.462,84147,0.0592,0.918,D,0.103,-23.432,Major,0.0505,114.155,0.0822,Classical
0,0.993,0.207,152013,0.0159,0.833,D,0.069,-35.938,Minor,0.0456,87.102,0.236,Classical
40,7.07e-4,0.7909999999999999,209455,0.845,0.758,B,0.361,-2.071,Minor,0.0869,109.989,0.1669999999999999,Electronic
21,0.0313,0.608,203693,0.74,0,B,0.102,-4.5760000000000005,Major,0.0313,87.087,0.841,Blues
33,0.926,0.213,275760,0.039,0.0899,D#,0.105,-23.124,Major,0.043,66.795,0.0395,Classical
65,0.0852,0.675,253800,0.61,0.0188,C#,0.159,-13.811,Major,0.085,131.037,0.344,Rock
40,0.0186,0.675,127985,0.762,0.7959999999999999,A#,0.441,-7.487,Major,0.196,98.066,0.838,Jazz
20,0.726,0.273,1295600,0.259,0.8590000000000001,A#,0.11,-10.836,Major,0.0316,111.559,0.111,Anime
36,0.903,0.636,141120,0.39,4.43e-6,E,0.16,-10.068,Major,0.0279999999999999,102.091,0.472,Country
49,0.0193,0.627,256133,0.8590000000000001,0,D,0.148,-6.322,Major,0.0361,101.988,0.772,Country
34,0.305,0.5720000000000001,256086,0.884,0.616,A,0.325,-2.299,Minor,0.0855,128.931,0.532,Blues
29,0.0173,0.5429999999999999,215200,0.919,0,B,0.154,-3.637,Major,0.1169999999999999,146.17600000000002,0.5539999999999999,Anime
21,0.00607,0.297,289467,0.857,0,C,0.0871,-5.835,Minor,0.0685,129.95,0.2239999999999999,Anime
38,0.00168,0.519,245503.5,0.653,0.00626,G#,0.23,-9.578,Major,0.0364,122.425,0.93,Blues
58,0.4679999999999999,0.795,195320,0.8109999999999999,0,C#,0.0907,-4.376,Major,0.157,142.974,0.451,Hip-Hop
53,0.3289999999999999,0.6759999999999999,206800,0.486,0,E,0.1369999999999999,-13.656,Major,0.0358,129.753,0.918,Rock
46,0.206,0.7,245503.5,0.601,4.68e-5,F,0.109,-7.08,Minor,0.0506,121.873,0.376,Alternative
32,0.979,0.654,169600,0.159,0.0070599999999999,F,0.0911,-15.9,Major,0.0698,129.481,0.322,Blues
35,0.176,0.424,264440,0.5479999999999999,0.8440000000000001,C,0.0709,-10.761,Major,0.0292,91.129,0.3929999999999999,Blues
36,0.991,0.356,152000,0.0145,0.922,D,0.0945,-31.366,Major,0.0526,78.685,0.196,Classical
31,0.125,0.485,352000,0.919,0.965,C,0.122,-9.312,Minor,0.0651,79.988,0.432,Electronic
43,0.0443,0.336,247267,0.8220000000000001,0,C,0.102,-4.29,Major,0.0422,150.048,0.203,Alternative
34,0.968,0.3879999999999999,214067,0.18,0.894,G,0.119,-15.836,Major,0.0375,81.15,0.344,Classical
34,0.99,0.222,326147,0.0317,0.915,C#,0.0939,-25.358,Major,0.0393,74.378,0.0564,Classical
35,0.17,0.7090000000000001,354480,0.807,7.36e-4,D,0.25,-6.531000000000001,Major,0.0704,96.826,0.92,Electronic
18,0.123,0.715,281427,0.561,2.09e-5,A#,0.1009999999999999,-4.006,Major,0.0336,80.006,0.318,Anime
42,0.0562,0.728,93747,0.762,0.475,C#,0.0666,-8.097000000000001,Minor,0.0914,120.077,0.687,Electronic
40,0.0429,0.8009999999999999,214907,0.608,0.00516,A,0.166,-4.332,Minor,0.0299,120.015,0.6559999999999999,Alternative
22,0.0102,0.4429999999999999,224533,0.936,4.05e-5,C#,0.411,-2.905,Major,0.1939999999999999,150.04,0.693,Anime
30,0.969,0.1939999999999999,517360,0.079,0.498,E,0.126,-21.389,Major,0.0425,100.309,0.0819999999999999,Classical
38,0.0369,0.611,248896,0.456,1.28e-5,G,0.342,-7.684,Major,0.0271,124.06,0.349,Country
24,0.0101,0.8640000000000001,140434,0.916,0.0506,C#,0.35,-11.031,Major,0.0483,111.141,0.919,Electronic
60,9.85e-4,0.856,162253,0.54,1.55e-5,F#,0.0854,-9.729,Minor,0.373,158.05,0.387,Rap
39,0.0875,0.5429999999999999,197600,0.599,0,F,0.252,-7.919,Major,0.0259,152.838,0.662,Country
56,0.146,0.846,261321,0.497,0,F#,0.0733,-10.174,Minor,0.419,134.875,0.7959999999999999,Rap
35,0.0756,0.322,217987,0.847,0,B,0.215,-3.785,Major,0.0557,175.46400000000003,0.395,Country
56,0.0584,0.936,221200,0.484,0,F,0.0983,-7.829,Minor,0.332,101.765,0.8390000000000001,Hip-Hop
50,0.945,0.147,223028,0.0916,0.6709999999999999,C,0.0931,-21.506,Major,0.0461,159.144,0.079,Classical
53,0.24,0.6559999999999999,195790,0.636,0,C#,0.0861,-5.903,Major,0.254,95.591,0.552,Alternative
56,6.14e-4,0.551,245503.5,0.825,0.307,D,0.115,-5.813,Major,0.0306,107.031,0.6859999999999999,Rock
54,0.00206,0.382,314827,0.7490000000000001,0.687,G,0.0668,-5.683,Minor,0.0379,151.88299999999998,0.0572,Rock
49,0.0823,0.647,299627,0.669,0,F#,0.342,-7.874,Major,0.282,96.269,0.5529999999999999,Alternative
21,0.8759999999999999,0.153,73242,0.037,0.947,C#,0.0938,-28.626,Major,0.0328,66.90100000000001,0.1009999999999999,Anime
52,0.033,0.75,204073,0.597,0,A#,0.108,-5.497000000000001,Minor,0.192,131.969,0.126,Rap
24,0.0757,0.341,216320,0.58,3.55e-5,G,0.107,-8.123,Minor,0.0418,158.716,0.5920000000000001,Blues
48,0.933,0.297,315707,0.365,0.0274,F,0.0769,-8.347999999999999,Major,0.0325,176.672,0.261,Jazz
46,2.82e-5,0.532,265827,0.799,0.015,G,0.0774,-5.044,Major,0.0378,112.231,0.494,Blues
29,0.74,0.664,174227,0.268,8.290000000000001e-5,G,0.353,-10.807,Major,0.0917,75.611,0.291,Blues
38,0.889,0.718,183400,0.348,0.0507,F,0.193,-10.751,Minor,0.131,117.347,0.703,Blues
33,0.485,0.174,146836,0.292,0.938,E,0.1119999999999999,-11.576,Major,0.0349,107.172,0.047,Classical
45,0.367,0.591,420427,0.204,0.9,C#,0.6859999999999999,-13.927,Major,0.1369999999999999,213.038,0.1119999999999999,Jazz
33,0.534,0.4679999999999999,171733,0.8690000000000001,0,A#,0.0515,-3.604,Minor,0.0356,104.541,0.6920000000000001,Blues
64,0.0178,0.5489999999999999,214387,0.789,6.68e-5,F,0.059,-6.071000000000001,Major,0.0313,136.125,0.715,Blues
39,0.733,0.469,198573,0.288,3.529999999999e-4,C,0.131,-12.12,Major,0.0272,61.377,0.152,Country
48,0.265,0.626,276507,0.455,0.895,C#,0.0653,-13.305,Major,0.0319,91.025,0.7240000000000001,Jazz
55,0.159,0.6809999999999999,280000,0.375,0,E,0.0464,-10.855,Minor,0.0332,101.113,0.475,Hip-Hop
32,0.00173,0.601,245503.5,0.595,0.8059999999999999,A#,0.129,-8.275,Minor,0.032,95.04,0.0876,Electronic
32,0.799,0.348,189667,0.5379999999999999,2.88e-5,D,0.111,-3.765,Major,0.0282,79.112,0.331,Blues
39,0.978,0.103,337013,0.0399,0.0694,A,0.115,-23.646,Minor,0.0513,71.007,0.0489,Classical
37,0.0019199999999999,0.504,334280,0.976,0,A#,0.14,-4.314,Minor,0.281,113.01,0.409,Anime
50,0.417,0.5870000000000001,240110,0.66,5.58e-6,C#,0.121,-7.346,Major,0.245,82.90100000000001,0.142,Hip-Hop
59,0.669,0.591,227160,0.627,0,A,0.127,-6.903,Minor,0.0935,191.944,0.741,Alternative
34,0.353,0.8959999999999999,294533,0.605,0.565,G#,0.204,-8.984,Major,0.0965,88.58200000000001,0.945,Jazz
32,0.0621,0.253,129333,0.292,0.823,A,0.1159999999999999,-16.982,Minor,0.039,123.48,0.034,Anime
58,0.358,0.472,269160,0.672,0,A#,0.108,-4.997,Minor,0.212,81.813,0.392,Hip-Hop
